event_id,timestamp,stage,status,object_id,phase,label,planner,waypoints,duration_ms,grip,target_xyz,ignored_body_names,failure_reason,collision_pair,obstacle_distance,extra_json
1,2026-05-14T08:35:42.602,SIM_LOAD,OK,,,,,,,,,,,,,"{""model_file"": ""/mnt/c/Adpro/MVP-CTAMP-ROBOT/models/panda_ungroup_no_obs.xml"", ""bodies"": 22, ""geoms"": 94}"
2,2026-05-14T08:35:45.752,VIEWER_INIT,OK,,,,,,,,,,,,,"{""enabled"": true}"
3,2026-05-14T08:35:45.769,ARM_SELECT,OK,,,,,,,,,,,,,"{""arm"": ""left"", ""base_xy"": [-0.4, 0.0]}"
4,2026-05-14T08:35:45.771,ARM_SELECT,OK,,,,,,,,,,,,,"{""arm"": ""left"", ""base_xy"": [-0.4, 0.0]}"
5,2026-05-14T08:35:45.771,WARMUP,START,,home,,,,,,,,,,,
6,2026-05-14T08:35:46.196,WARMUP,OK,,home,,,,,,,,,,,
7,2026-05-14T08:35:46.196,WARMUP,START,,grasp_ready,,,,,,,,,,,
8,2026-05-14T08:35:46.831,WARMUP,OK,,grasp_ready,,,,,,,,,,,
9,2026-05-14T08:35:46.857,TASK_ROUND,START,,separate_groups,,,,,,,,,,,"{""round"": 1, ""candidates"": [""cube3"", ""cube1"", ""cube4"", ""cube2"", ""circle3"", ""circle1"", ""circle2"", ""circle4""]}"
10,2026-05-14T08:35:46.858,PICK,START,cube3,,,,,,,,,,,,
11,2026-05-14T08:35:46.860,PICK_PROFILE,SELECT,cube3,,,,,,0.0150,,,,,,"{""profile_index"": 0, ""grasp_offset"": 0.1, ""clearance_bonus"": 0.0}"
12,2026-05-14T08:35:46.001,OBSTACLE_AVOID,CLEAR,cube3,,,,,,,,,,,,"{""approach_clearance"": 0.3}"
13,2026-05-14T08:35:46.001,MOVE_POSE,START,,pick(cube3) pregrasp,,,,,0.0400,"[0.0, 0.24, 1.1294]",[],,,,
14,2026-05-14T08:35:47.111,IK_CANDIDATE,OK,,pick(cube3) pregrasp,,,,,,"[0.0, 0.24, 1.1294]",,,,,"{""pos_err"": 0.01369, ""ori_err"": 0.00471, ""candidate_idx"": 0, ""ref_idx"": 0, ""pos_limit"": 0.055}"
15,2026-05-14T08:35:47.114,IK_SOLVE,OK,,pick(cube3) pregrasp,,,,,,"[0.0, 0.24, 1.1294]",,,,,"{""pos_err"": 0.01369, ""ori_err"": 0.00471, ""iterations"": 600}"
16,2026-05-14T08:35:47.115,OMPL_PLAN,START,,pick(cube3) pregrasp,,RRTConnect,,,0.0400,,[],,,,"{""time_limit"": 5.0, ""start_q"": [-0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511], ""goal_q"": [0.3694, -0.05, 0.1666, -2.4316, 0.0172, 2.3792, -0.4108]}"
17,2026-05-14T08:35:47.861,OMPL_PLAN,OK,,pick(cube3) pregrasp,,BITstar,77,745,,,,,,,"{""path_length"": 0.9085, ""selected_goal_q"": [0.36936192337289914, -0.04995089822073799, 0.16664001214629404, -2.4315764885970403, 0.01718031391620734, 2.379229250495682, -0.4108150143824353]}"
18,2026-05-14T08:35:47.861,TRAJECTORY_EXEC,START,,,,,77,,0.0400,,[],,,,"{""settle_steps_per_wp"": 14, ""final_settle_steps"": 40}"
19,2026-05-14T08:35:47.861,TRAJECTORY_WAYPOINT,EXEC,,,,,1/77,,0.0400,,,,,,"{""q"": [-0.0, 0.5216, -0.0001, -1.9725, -0.0001, 2.4668, -0.7511]}"
20,2026-05-14T08:35:48.403,TRAJECTORY_WAYPOINT,EXEC,,,,,20/77,,0.0400,,,,,,"{""q"": [0.0923, 0.3787, 0.0416, -2.0873, 0.0042, 2.4449, -0.666]}"
21,2026-05-14T08:35:48.970,TRAJECTORY_WAYPOINT,EXEC,,,,,39/77,,0.0400,,,,,,"{""q"": [0.1847, 0.2358, 0.0833, -2.202, 0.0085, 2.423, -0.5809]}"
22,2026-05-14T08:35:49.505,TRAJECTORY_WAYPOINT,EXEC,,,,,58/77,,0.0400,,,,,,"{""q"": [0.277, 0.0929, 0.125, -2.3168, 0.0129, 2.4011, -0.4959]}"
23,2026-05-14T08:35:50.042,TRAJECTORY_WAYPOINT,EXEC,,,,,77/77,,0.0400,,,,,,"{""q"": [0.3694, -0.05, 0.1666, -2.4316, 0.0172, 2.3792, -0.4108]}"
24,2026-05-14T08:35:50.150,TRAJECTORY_EXEC,OK,,,,,77,2289,,,,,,,
25,2026-05-14T08:35:50.151,MOVE_POSE,OK,,pick(cube3) pregrasp,,,,,,,,,,,
26,2026-05-14T08:35:50.160,MOVE_POSE,START,,pick(cube3) grasp,,,,,0.0400,"[0.0, 0.24, 0.9294]","[""cube3""]",,,,
27,2026-05-14T08:35:50.248,IK_CANDIDATE,OK,,pick(cube3) grasp,,,,,,"[0.0, 0.24, 0.9294]",,,,,"{""pos_err"": 0.008, ""ori_err"": 0.01422, ""candidate_idx"": 0, ""ref_idx"": 0, ""pos_limit"": 0.035}"
28,2026-05-14T08:35:50.248,IK_SOLVE,OK,,pick(cube3) grasp,,,,,,"[0.0, 0.24, 0.9294]",,,,,"{""pos_err"": 0.008, ""ori_err"": 0.01422, ""iterations"": 552}"
29,2026-05-14T08:35:50.249,OMPL_PLAN,START,,pick(cube3) grasp,,RRTConnect,,,0.0400,,"[""cube3""]",,,,"{""time_limit"": 5.0, ""start_q"": [0.3692, -0.0444, 0.167, -2.436, 0.017, 2.3785, -0.4113], ""goal_q"": [0.4603, 0.41, 0.063, -2.4571, -0.0628, 2.8536, -0.3878]}"
30,2026-05-14T08:35:50.982,OMPL_PLAN,OK,,pick(cube3) grasp,,BITstar,58,733,,,,,,,"{""path_length"": 0.6773, ""selected_goal_q"": [0.4602597052040638, 0.4100265626234893, 0.0629978776857844, -2.4571021159286706, -0.06277845324719684, 2.8536451224238135, -0.38777760481937074]}"
31,2026-05-14T08:35:50.982,TRAJECTORY_EXEC,START,,,,,58,,0.0400,,"[""cube3""]",,,,"{""settle_steps_per_wp"": 14, ""final_settle_steps"": 40}"
32,2026-05-14T08:35:50.982,TRAJECTORY_WAYPOINT,EXEC,,,,,1/58,,0.0400,,,,,,"{""q"": [0.3692, -0.0444, 0.167, -2.436, 0.017, 2.3785, -0.4113]}"
33,2026-05-14T08:35:51.448,TRAJECTORY_WAYPOINT,EXEC,,,,,15/58,,0.0400,,,,,,"{""q"": [0.3916, 0.0672, 0.1415, -2.4412, -0.0026, 2.4952, -0.4056]}"
34,2026-05-14T08:35:51.896,TRAJECTORY_WAYPOINT,EXEC,,,,,29/58,,0.0400,,,,,,"{""q"": [0.4139, 0.1788, 0.1159, -2.4463, -0.0222, 2.6119, -0.3998]}"
